"countries"	"country codes"	"item"	"item codes"	"element"	"element codes"	2007	
"World +"	5001	"Cow peas, dry"	195	"Yield (Hg/Ha)"	41	4783	"F "
"World +"	5001	"Cucumbers and gherkins"	397	"Yield (Hg/Ha)"	41	172689	"F "
"World +"	5001	"Currants"	550	"Yield (Hg/Ha)"	41	60657	"F "
"World +"	5001	"Dates"	577	"Yield (Hg/Ha)"	41	57985	"F "
"World +"	5001	"Eggplants (aubergines)"	399	"Yield (Hg/Ha)"	41	156929	"F "
"World +"	5001	"Figs"	569	"Yield (Hg/Ha)"	41	25061	"F "
"World +"	5001	"Flax fibre and tow"	773	"Yield (Hg/Ha)"	41	21608	"F "
"World +"	5001	"Fonio"	94	"Yield (Hg/Ha)"	41	7977	"F "
"World +"	5001	"Fruit Fresh Nes"	619	"Yield (Hg/Ha)"	41	53846	"F "
"World +"	5001	"Fruit, tropical fresh nes"	603	"Yield (Hg/Ha)"	41	88588	"F "
"World +"	5001	"Garlic"	406	"Yield (Hg/Ha)"	41	130208	"F "
"World +"	5001	"Ginger"	720	"Yield (Hg/Ha)"	41	32305	"F "
"World +"	5001	"Gooseberries"	549	"Yield (Hg/Ha)"	41	53224	"F "
"World +"	5001	"Grapefruit (inc. pomelos)"	507	"Yield (Hg/Ha)"	41	174971	"F "
"World +"	5001	"Grapes"	560	"Yield (Hg/Ha)"	41	88340	"F "
"World +"	5001	"Groundnuts, with shell"	242	"Yield (Hg/Ha)"	41	14903	"F "
"World +"	5001	"Hazelnuts, with shell"	225	"Yield (Hg/Ha)"	41	13695	"F "
"World +"	5001	"Hops"	677	"Yield (Hg/Ha)"	41	14844	"F "
"World +"	5001	"Jute"	780	"Yield (Hg/Ha)"	41	20651	"F "
"World +"	5001	"Kiwi fruit"	592	"Yield (Hg/Ha)"	41	157115	"F "
"World +"	5001	"Kolanuts"	224	"Yield (Hg/Ha)"	41	5727	"F "
"World +"	5001	"Leguminous vegetables, nes"	420	"Yield (Hg/Ha)"	41	57329	"F "
"World +"	5001	"Lemons and limes"	497	"Yield (Hg/Ha)"	41	142941	"F "
"World +"	5001	"Lentils"	201	"Yield (Hg/Ha)"	41	10191	"F "
"World +"	5001	"Lettuce and chicory"	372	"Yield (Hg/Ha)"	41	220937	"F "
"World +"	5001	"Linseed"	333	"Yield (Hg/Ha)"	41	8593	"F "
"World +"	5001	"Lupins"	210	"Yield (Hg/Ha)"	41	9343	"F "
"World +"	5001	"Maize"	56	"Yield (Hg/Ha)"	41	49709	"F "
"World +"	5001	"Maize, green"	446	"Yield (Hg/Ha)"	41	88610	"F "
"World +"	5001	"Mangoes, mangosteens, guavas"	571	"Yield (Hg/Ha)"	41	72632	"F "
"World +"	5001	"Maté"	671	"Yield (Hg/Ha)"	41	20162	"F "
"World +"	5001	"Melonseed"	299	"Yield (Hg/Ha)"	41	6548	"F "
"World +"	5001	"Millet"	79	"Yield (Hg/Ha)"	41	8894	"F "
"World +"	5001	"Mixed grain"	103	"Yield (Hg/Ha)"	41	28575	"F "
"World +"	5001	"Mushrooms and truffles"	449	"Yield (Hg/Ha)"	41	2257059	"F "
"World +"	5001	"Mustard seed"	292	"Yield (Hg/Ha)"	41	6173	"F "
"World +"	5001	"Natural rubber"	836	"Yield (Hg/Ha)"	41	11221	"F "
"World +"	5001	"Nutmeg, mace and cardamoms"	702	"Yield (Hg/Ha)"	41	2540	"F "
"World +"	5001	"Nuts, nes"	234	"Yield (Hg/Ha)"	41	12438	"F "
"World +"	5001	"Oats"	75	"Yield (Hg/Ha)"	41	21747	"F "
"World +"	5001	"Oil palm fruit"	254	"Yield (Hg/Ha)"	41	138572	"F "
"World +"	5001	"Okra"	430	"Yield (Hg/Ha)"	41	65091	"F "
"World +"	5001	"Olives"	260	"Yield (Hg/Ha)"	41	22776	"F "
"World +"	5001	"Onions (inc. shallots), green"	402	"Yield (Hg/Ha)"	41	172458	"F "
"World +"	5001	"Onions, dry"	403	"Yield (Hg/Ha)"	41	186779	"F "
"World +"	5001	"Oranges"	490	"Yield (Hg/Ha)"	41	163619	"F "
"World +"	5001	"Other melons (inc.cantaloupes)"	568	"Yield (Hg/Ha)"	41	204318	"F "
"World +"	5001	"Papayas"	600	"Yield (Hg/Ha)"	41	186810	"F "
"World +"	5001	"Peaches and nestarines"	534	"Yield (Hg/Ha)"	41	116690	"F "
"World +"	5001	"Pears"	521	"Yield (Hg/Ha)"	41	117991	"F "
"World +"	5001	"Peas, dry"	187	"Yield (Hg/Ha)"	41	14687	"F "
"World +"	5001	"Peas, green"	417	"Yield (Hg/Ha)"	41	75985	"F "
"World +"	5001	"Pepper (Piper spp.)"	687	"Yield (Hg/Ha)"	41	8390	"F "
"World +"	5001	"Persimmons"	587	"Yield (Hg/Ha)"	41	44975	"F "
"World +"	5001	"Pigeon peas"	197	"Yield (Hg/Ha)"	41	7394	"F "
"World +"	5001	"Pineapples"	574	"Yield (Hg/Ha)"	41	197495	"F "
"World +"	5001	"Pistachios"	223	"Yield (Hg/Ha)"	41	8427	"F "
"World +"	5001	"Plantains"	489	"Yield (Hg/Ha)"	41	63119	"F "
"World +"	5001	"Plums and sloes"	536	"Yield (Hg/Ha)"	41	40216	"F "
"World +"	5001	"Poppy seed"	296	"Yield (Hg/Ha)"	41	5907	"F "
"World +"	5001	"Potatoes"	116	"Yield (Hg/Ha)"	41	166467	"F "
"World +"	5001	"Pulses, nes"	211	"Yield (Hg/Ha)"	41	8504	"F "
"World +"	5001	"Pumpkins, squash and gourds"	394	"Yield (Hg/Ha)"	41	135009	"F "
"World +"	5001	"Quinces"	523	"Yield (Hg/Ha)"	41	76088	"F "
"World +"	5001	"Quinoa"	92	"Yield (Hg/Ha)"	41	8489	"F "
"World +"	5001	"Rapeseed"	270	"Yield (Hg/Ha)"	41	16365	"F "
"World +"	5001	"Rice, paddy"	27	"Yield (Hg/Ha)"	41	41524	"F "
"World +"	5001	"Roots and Tubers, nes"	149	"Yield (Hg/Ha)"	41	77013	"F "
"World +"	5001	"Rye"	71	"Yield (Hg/Ha)"	41	22851	"F "
"World +"	5001	"Safflower seed"	280	"Yield (Hg/Ha)"	41	7388	"F "
"World +"	5001	"Seed cotton"	328	"Yield (Hg/Ha)"	41	21441	"F "
"World +"	5001	"Sesame seed"	289	"Yield (Hg/Ha)"	41	4375	"F "
"World +"	5001	"Sorghum"	83	"Yield (Hg/Ha)"	41	14748	"F "
"World +"	5001	"Sour cherries"	530	"Yield (Hg/Ha)"	41	45374	"F "
"World +"	5001	"Soybeans"	236	"Yield (Hg/Ha)"	41	22776	"F "
"World +"	5001	"Spices, nes"	723	"Yield (Hg/Ha)"	41	21724	"F "
"World +"	5001	"Spinach"	373	"Yield (Hg/Ha)"	41	157189	"F "
"World +"	5001	"Stone fruit, nes"	541	"Yield (Hg/Ha)"	41	54159	"F "
"World +"	5001	"Strawberries"	544	"Yield (Hg/Ha)"	41	149272	"F "
"World +"	5001	"String beans"	423	"Yield (Hg/Ha)"	41	87427	"F "
"World +"	5001	"Sugar beet"	157	"Yield (Hg/Ha)"	41	468145	"F "
"World +"	5001	"Sugar cane"	156	"Yield (Hg/Ha)"	41	708775	"F "
"World +"	5001	"Sugar crops, nes"	161	"Yield (Hg/Ha)"	41	77552	"F "
"World +"	5001	"Sunflower seed"	267	"Yield (Hg/Ha)"	41	12252	"F "
"World +"	5001	"Sweet potatoes"	122	"Yield (Hg/Ha)"	41	138896	"F "
"World +"	5001	"Tangerines, mandarins, clem."	495	"Yield (Hg/Ha)"	41	123516	"F "
"World +"	5001	"Taro (cocoyam)"	136	"Yield (Hg/Ha)"	41	65793	"F "
"World +"	5001	"Tea"	667	"Yield (Hg/Ha)"	41	13554	"F "
"World +"	5001	"Tobacco, unmanufactured"	826	"Yield (Hg/Ha)"	41	16107	"F "
"World +"	5001	"Tomatoes"	388	"Yield (Hg/Ha)"	41	272893	"F "
"World +"	5001	"Triticale"	97	"Yield (Hg/Ha)"	41	33693	"F "
"World +"	5001	"Vanilla"	692	"Yield (Hg/Ha)"	41	1094	"F "
"World +"	5001	"Vegetables fresh nes"	463	"Yield (Hg/Ha)"	41	142730	"F "
"World +"	5001	"Vetches"	205	"Yield (Hg/Ha)"	41	12570	"F "
"World +"	5001	"Walnuts, with shell"	222	"Yield (Hg/Ha)"	41	25396	"F "
"World +"	5001	"Watermelons"	567	"Yield (Hg/Ha)"	41	258677	"F "
"World +"	5001	"Wheat"	15	"Yield (Hg/Ha)"	41	27918	"F "
"World +"	5001	"Yams"	137	"Yield (Hg/Ha)"	41	111983	"F "
"World +"	5001	"Yautia (cocoyam)"	135	"Yield (Hg/Ha)"	41	85651	"F "
